CustomerID,Country,ValidFrom,ValidTo,IsCurrent,CustomerKey_SCD2
18239.0,United Kingdom,2010-01-01,2099-12-31,True,176
14576.0,United Kingdom,2010-01-01,2099-12-31,True,177
13145.0,United Kingdom,2010-01-01,2099-12-31,True,178
18168.0,United Kingdom,2010-01-01,2099-12-31,True,179
14395.0,United Kingdom,2010-01-01,2099-12-31,True,180
14865.0,United Kingdom,2010-01-01,2099-12-31,True,181
15093.0,United Kingdom,2010-01-01,2099-12-31,True,182
12738.0,Germany,2010-01-01,2099-12-31,True,183
16150.0,United Kingdom,2010-01-01,2099-12-31,True,184
17552.0,United Kingdom,2010-01-01,2099-12-31,True,185
14236.0,United Kingdom,2010-01-01,2099-12-31,True,186
17961.0,United Kingdom,2010-01-01,2099-12-31,True,187
14573.0,United Kingdom,2010-01-01,2099-12-31,True,188
17135.0,United Kingdom,2010-01-01,2099-12-31,True,189
17396.0,United Kingdom,2010-01-01,2099-12-31,True,190
12967.0,United Kingdom,2010-01-01,2099-12-31,True,191
12686.0,France,2010-01-01,2099-12-31,True,192
13370.0,United Kingdom,2010-01-01,2099-12-31,True,193
16883.0,United Kingdom,2010-01-01,2099-12-31,True,194
13520.0,Switzerland,2010-01-01,2099-12-31,True,195
12841.0,United Kingdom,2010-01-01,2099-12-31,True,196
16905.0,United Kingdom,2010-01-01,2099-12-31,True,197
12427.0,Germany,2010-01-01,2099-12-31,True,198
17967.0,United Kingdom,2010-01-01,2099-12-31,True,199
16891.0,United Kingdom,2010-01-01,2099-12-31,True,200
14589.0,United Kingdom,2010-01-01,2099-12-31,True,201
14156.0,EIRE,2010-01-01,2099-12-31,True,202
14680.0,United Kingdom,2010-01-01,2099-12-31,True,203
17884.0,United Kingdom,2010-01-01,2099-12-31,True,204
12557.0,Spain,2010-01-01,2099-12-31,True,205
14083.0,United Kingdom,2010-01-01,2099-12-31,True,206
13013.0,United Kingdom,2010-01-01,2099-12-31,True,207
14210.0,United Kingdom,2010-01-01,2099-12-31,True,208
16477.0,United Kingdom,2010-01-01,2099-12-31,True,209
12600.0,Germany,2010-01-01,2099-12-31,True,210
16013.0,United Kingdom,2010-01-01,2099-12-31,True,211
17949.0,United Kingdom,2010-01-01,2099-12-31,True,212
12779.0,Poland,2010-01-01,2099-12-31,True,213
16926.0,United Kingdom,2010-01-01,2099-12-31,True,214
17787.0,United Kingdom,2010-01-01,2099-12-31,True,215
12682.0,France,2010-01-01,2099-12-31,True,216
14723.0,United Kingdom,2010-01-01,2099-12-31,True,217
17954.0,United Kingdom,2010-01-01,2099-12-31,True,218
17819.0,United Kingdom,2010-01-01,2099-12-31,True,219
12712.0,Germany,2010-01-01,2099-12-31,True,220
15373.0,United Kingdom,2010-01-01,2099-12-31,True,221
16140.0,United Kingdom,2010-01-01,2099-12-31,True,222
17198.0,United Kingdom,2010-01-01,2099-12-31,True,223
17238.0,United Kingdom,2010-01-01,2099-12-31,True,224
12793.0,Portugal,2010-01-01,2099-12-31,True,225
15769.0,United Kingdom,2010-01-01,2099-12-31,True,226
14396.0,United Kingdom,2010-01-01,2099-12-31,True,227
14898.0,United Kingdom,2010-01-01,2099-12-31,True,228
12725.0,Italy,2010-01-01,2099-12-31,True,229
16725.0,United Kingdom,2010-01-01,2099-12-31,True,230
12395.0,Belgium,2010-01-01,2099-12-31,True,231
16455.0,United Kingdom,2010-01-01,2099-12-31,True,232
13081.0,United Kingdom,2010-01-01,2099-12-31,True,233
15545.0,United Kingdom,2010-01-01,2099-12-31,True,234
17243.0,United Kingdom,2010-01-01,2099-12-31,True,235
15465.0,United Kingdom,2010-01-01,2099-12-31,True,236
13089.0,United Kingdom,2010-01-01,2099-12-31,True,237
16033.0,United Kingdom,2010-01-01,2099-12-31,True,238
13838.0,United Kingdom,2010-01-01,2099-12-31,True,239
18055.0,United Kingdom,2010-01-01,2099-12-31,True,240
15038.0,United Kingdom,2010-01-01,2099-12-31,True,241
18109.0,United Kingdom,2010-01-01,2099-12-31,True,242
13069.0,United Kingdom,2010-01-01,2099-12-31,True,243
16241.0,United Kingdom,2010-01-01,2099-12-31,True,244
14800.0,United Kingdom,2010-01-01,2099-12-31,True,245
15708.0,United Kingdom,2010-01-01,2099-12-31,True,246
16839.0,United Kingdom,2010-01-01,2099-12-31,True,247
16168.0,United Kingdom,2010-01-01,2099-12-31,True,248
16931.0,United Kingdom,2010-01-01,2099-12-31,True,249
16814.0,United Kingdom,2010-01-01,2099-12-31,True,250
15351.0,United Kingdom,2010-01-01,2099-12-31,True,251
13269.0,United Kingdom,2010-01-01,2099-12-31,True,252
14813.0,United Kingdom,2010-01-01,2099-12-31,True,253
12567.0,France,2010-01-01,2099-12-31,True,254
17062.0,United Kingdom,2010-01-01,2099-12-31,True,255
15332.0,Lithuania,2010-01-01,2099-12-31,True,256
14810.0,United Kingdom,2010-01-01,2099-12-31,True,257
16353.0,United Kingdom,2010-01-01,2099-12-31,True,258
18118.0,United Kingdom,2010-01-01,2099-12-31,True,259
13831.0,United Kingdom,2010-01-01,2099-12-31,True,260
13506.0,United Kingdom,2010-01-01,2099-12-31,True,261
17796.0,United Kingdom,2010-01-01,2099-12-31,True,262
15716.0,United Kingdom,2010-01-01,2099-12-31,True,263
18156.0,United Kingdom,2010-01-01,2099-12-31,True,264
16983.0,United Kingdom,2010-01-01,2099-12-31,True,265
17059.0,United Kingdom,2010-01-01,2099-12-31,True,266
16327.0,United Kingdom,2010-01-01,2099-12-31,True,267
17211.0,United Kingdom,2010-01-01,2099-12-31,True,268
17026.0,United Kingdom,2010-01-01,2099-12-31,True,269
15570.0,United Kingdom,2010-01-01,2099-12-31,True,270
15880.0,United Kingdom,2010-01-01,2099-12-31,True,271
16718.0,United Kingdom,2010-01-01,2099-12-31,True,272
15808.0,United Kingdom,2010-01-01,2099-12-31,True,273
17858.0,United Kingdom,2010-01-01,2099-12-31,True,274
16393.0,United Kingdom,2010-01-01,2099-12-31,True,275
14527.0,United Kingdom,2010-01-01,2099-12-31,True,276
14161.0,United Kingdom,2010-01-01,2099-12-31,True,277
17863.0,United Kingdom,2010-01-01,2099-12-31,True,278
16411.0,United Kingdom,2010-01-01,2099-12-31,True,279
16402.0,United Kingdom,2010-01-01,2099-12-31,True,280
15023.0,United Kingdom,2010-01-01,2099-12-31,True,281
17402.0,United Kingdom,2010-01-01,2099-12-31,True,282
15426.0,United Kingdom,2010-01-01,2099-12-31,True,283
12647.0,Germany,2010-01-01,2099-12-31,True,284
15894.0,United Kingdom,2010-01-01,2099-12-31,True,285
15867.0,United Kingdom,2010-01-01,2099-12-31,True,286
12472.0,Germany,2010-01-01,2099-12-31,True,287
14506.0,United Kingdom,2010-01-01,2099-12-31,True,288
15555.0,United Kingdom,2010-01-01,2099-12-31,True,289
13034.0,United Kingdom,2010-01-01,2099-12-31,True,290
15889.0,United Kingdom,2010-01-01,2099-12-31,True,291
15953.0,United Kingdom,2010-01-01,2099-12-31,True,292
16143.0,United Kingdom,2010-01-01,2099-12-31,True,293
12720.0,Germany,2010-01-01,2099-12-31,True,294
16422.0,United Kingdom,2010-01-01,2099-12-31,True,295
12747.0,United Kingdom,2010-01-01,2099-12-31,True,296
15502.0,United Kingdom,2010-01-01,2099-12-31,True,297
12763.0,Japan,2010-01-01,2099-12-31,True,298
14081.0,United Kingdom,2010-01-01,2099-12-31,True,299
17965.0,United Kingdom,2010-01-01,2099-12-31,True,300
14404.0,United Kingdom,2010-01-01,2099-12-31,True,301
13579.0,United Kingdom,2010-01-01,2099-12-31,True,302
13174.0,United Kingdom,2010-01-01,2099-12-31,True,303
15987.0,United Kingdom,2010-01-01,2099-12-31,True,304
17677.0,United Kingdom,2010-01-01,2099-12-31,True,305
13652.0,United Kingdom,2010-01-01,2099-12-31,True,306
17428.0,United Kingdom,2010-01-01,2099-12-31,True,307
16858.0,United Kingdom,2010-01-01,2099-12-31,True,308
16161.0,United Kingdom,2010-01-01,2099-12-31,True,309
18219.0,United Kingdom,2010-01-01,2099-12-31,True,310
14293.0,United Kingdom,2010-01-01,2099-12-31,True,311
14748.0,United Kingdom,2010-01-01,2099-12-31,True,312
16638.0,United Kingdom,2010-01-01,2099-12-31,True,313
17674.0,United Kingdom,2010-01-01,2099-12-31,True,314
12808.0,Portugal,2010-01-01,2099-12-31,True,315
13094.0,United Kingdom,2010-01-01,2099-12-31,True,316
15899.0,United Kingdom,2010-01-01,2099-12-31,True,317
12708.0,Germany,2010-01-01,2099-12-31,True,318
15898.0,United Kingdom,2010-01-01,2099-12-31,True,319
14443.0,United Kingdom,2010-01-01,2099-12-31,True,320
17691.0,United Kingdom,2010-01-01,2099-12-31,True,321
17227.0,United Kingdom,2010-01-01,2099-12-31,True,322
15039.0,United Kingdom,2010-01-01,2099-12-31,True,323
15919.0,United Kingdom,2010-01-01,2099-12-31,True,324
13497.0,United Kingdom,2010-01-01,2099-12-31,True,325
15860.0,United Kingdom,2010-01-01,2099-12-31,True,326
14189.0,United Kingdom,2010-01-01,2099-12-31,True,327
15304.0,United Kingdom,2010-01-01,2099-12-31,True,328
14344.0,United Kingdom,2010-01-01,2099-12-31,True,329
16719.0,United Kingdom,2010-01-01,2099-12-31,True,330
15048.0,United Kingdom,2010-01-01,2099-12-31,True,331
15301.0,United Kingdom,2010-01-01,2099-12-31,True,332
14708.0,United Kingdom,2010-01-01,2099-12-31,True,333
16898.0,United Kingdom,2010-01-01,2099-12-31,True,334
14825.0,United Kingdom,2010-01-01,2099-12-31,True,335
18113.0,United Kingdom,2010-01-01,2099-12-31,True,336
17596.0,United Kingdom,2010-01-01,2099-12-31,True,337
15078.0,United Kingdom,2010-01-01,2099-12-31,True,338
14085.0,United Kingdom,2010-01-01,2099-12-31,True,339
17860.0,United Kingdom,2010-01-01,2099-12-31,True,340
13155.0,United Kingdom,2010-01-01,2099-12-31,True,341
15028.0,United Kingdom,2010-01-01,2099-12-31,True,342
16919.0,United Kingdom,2010-01-01,2099-12-31,True,343
17259.0,United Kingdom,2010-01-01,2099-12-31,True,344
17019.0,United Kingdom,2010-01-01,2099-12-31,True,345
16722.0,United Kingdom,2010-01-01,2099-12-31,True,346
15882.0,United Kingdom,2010-01-01,2099-12-31,True,347
14667.0,United Kingdom,2010-01-01,2099-12-31,True,348
16710.0,United Kingdom,2010-01-01,2099-12-31,True,349
15984.0,United Kingdom,2010-01-01,2099-12-31,True,350
14487.0,United Kingdom,2010-01-01,2099-12-31,True,351
17682.0,United Kingdom,2010-01-01,2099-12-31,True,352
16658.0,United Kingdom,2010-01-01,2099-12-31,True,353
16550.0,United Kingdom,2010-01-01,2099-12-31,True,354
17068.0,United Kingdom,2010-01-01,2099-12-31,True,355
15356.0,United Kingdom,2010-01-01,2099-12-31,True,356
17223.0,United Kingdom,2010-01-01,2099-12-31,True,357
16817.0,United Kingdom,2010-01-01,2099-12-31,True,358
13030.0,United Kingdom,2010-01-01,2099-12-31,True,359
17191.0,United Kingdom,2010-01-01,2099-12-31,True,360
15194.0,United Kingdom,2010-01-01,2099-12-31,True,361
14409.0,United Kingdom,2010-01-01,2099-12-31,True,362
16654.0,United Kingdom,2010-01-01,2099-12-31,True,363
13495.0,United Kingdom,2010-01-01,2099-12-31,True,364
17519.0,United Kingdom,2010-01-01,2099-12-31,True,365
17218.0,United Kingdom,2010-01-01,2099-12-31,True,366
17812.0,United Kingdom,2010-01-01,2099-12-31,True,367
14215.0,United Kingdom,2010-01-01,2099-12-31,True,368
15602.0,United Kingdom,2010-01-01,2099-12-31,True,369
17320.0,United Kingdom,2010-01-01,2099-12-31,True,370
12913.0,United Kingdom,2010-01-01,2099-12-31,True,371
17869.0,United Kingdom,2010-01-01,2099-12-31,True,372
13564.0,United Kingdom,2010-01-01,2099-12-31,True,373
13963.0,United Kingdom,2010-01-01,2099-12-31,True,374
17450.0,United Kingdom,2010-01-01,2099-12-31,True,375
17091.0,United Kingdom,2010-01-01,2099-12-31,True,376
17470.0,United Kingdom,2010-01-01,2099-12-31,True,377
17616.0,United Kingdom,2010-01-01,2099-12-31,True,378
15649.0,United Kingdom,2010-01-01,2099-12-31,True,379
12681.0,France,2010-01-01,2099-12-31,True,380
14907.0,United Kingdom,2010-01-01,2099-12-31,True,381
17735.0,United Kingdom,2010-01-01,2099-12-31,True,382
16059.0,United Kingdom,2010-01-01,2099-12-31,True,383
17720.0,United Kingdom,2010-01-01,2099-12-31,True,384
15018.0,United Kingdom,2010-01-01,2099-12-31,True,385
15838.0,United Kingdom,2010-01-01,2099-12-31,True,386
14733.0,United Kingdom,2010-01-01,2099-12-31,True,387
13756.0,United Kingdom,2010-01-01,2099-12-31,True,388
14176.0,United Kingdom,2010-01-01,2099-12-31,True,389
15353.0,United Kingdom,2010-01-01,2099-12-31,True,390
18119.0,United Kingdom,2010-01-01,2099-12-31,True,391
17491.0,United Kingdom,2010-01-01,2099-12-31,True,392
14282.0,United Kingdom,2010-01-01,2099-12-31,True,393
13569.0,United Kingdom,2010-01-01,2099-12-31,True,394
14673.0,United Kingdom,2010-01-01,2099-12-31,True,395
13488.0,United Kingdom,2010-01-01,2099-12-31,True,396
16221.0,United Kingdom,2010-01-01,2099-12-31,True,397
15002.0,United Kingdom,2010-01-01,2099-12-31,True,398
15965.0,United Kingdom,2010-01-01,2099-12-31,True,399
15024.0,United Kingdom,2010-01-01,2099-12-31,True,400
17675.0,United Kingdom,2010-01-01,2099-12-31,True,401
13769.0,United Kingdom,2010-01-01,2099-12-31,True,402
16904.0,United Kingdom,2010-01-01,2099-12-31,True,403
16086.0,United Kingdom,2010-01-01,2099-12-31,True,404
13786.0,United Kingdom,2010-01-01,2099-12-31,True,405
13880.0,United Kingdom,2010-01-01,2099-12-31,True,406
13173.0,United Kingdom,2010-01-01,2099-12-31,True,407
15858.0,United Kingdom,2010-01-01,2099-12-31,True,408
15180.0,United Kingdom,2010-01-01,2099-12-31,True,409
12347.0,Iceland,2010-01-01,2099-12-31,True,410
14739.0,United Kingdom,2010-01-01,2099-12-31,True,411
16293.0,United Kingdom,2010-01-01,2099-12-31,True,412
17419.0,United Kingdom,2010-01-01,2099-12-31,True,413
16775.0,United Kingdom,2010-01-01,2099-12-31,True,414
16306.0,United Kingdom,2010-01-01,2099-12-31,True,415
16950.0,United Kingdom,2010-01-01,2099-12-31,True,416
17591.0,United Kingdom,2010-01-01,2099-12-31,True,417
12839.0,United Kingdom,2010-01-01,2099-12-31,True,418
13807.0,United Kingdom,2010-01-01,2099-12-31,True,419
16125.0,United Kingdom,2010-01-01,2099-12-31,True,420
15081.0,United Kingdom,2010-01-01,2099-12-31,True,421
18102.0,United Kingdom,2010-01-01,2099-12-31,True,422
16365.0,United Kingdom,2010-01-01,2099-12-31,True,423
17870.0,United Kingdom,2010-01-01,2099-12-31,True,424
14821.0,United Kingdom,2010-01-01,2099-12-31,True,425
16863.0,United Kingdom,2010-01-01,2099-12-31,True,426
13078.0,United Kingdom,2010-01-01,2099-12-31,True,427
13267.0,United Kingdom,2010-01-01,2099-12-31,True,428
13050.0,United Kingdom,2010-01-01,2099-12-31,True,429
12709.0,Germany,2010-01-01,2099-12-31,True,430
15628.0,United Kingdom,2010-01-01,2099-12-31,True,431
12386.0,Australia,2010-01-01,2099-12-31,True,432
16779.0,United Kingdom,2010-01-01,2099-12-31,True,433
13599.0,United Kingdom,2010-01-01,2099-12-31,True,434
13329.0,United Kingdom,2010-01-01,2099-12-31,True,435
18077.0,United Kingdom,2010-01-01,2099-12-31,True,436
14744.0,United Kingdom,2010-01-01,2099-12-31,True,437
17406.0,United Kingdom,2010-01-01,2099-12-31,True,438
15750.0,United Kingdom,2010-01-01,2099-12-31,True,439
13983.0,United Kingdom,2010-01-01,2099-12-31,True,440
13842.0,United Kingdom,2010-01-01,2099-12-31,True,441
14796.0,United Kingdom,2010-01-01,2099-12-31,True,442
12441.0,France,2010-01-01,2099-12-31,True,443
13199.0,United Kingdom,2010-01-01,2099-12-31,True,444
14032.0,United Kingdom,2010-01-01,2099-12-31,True,445
17706.0,United Kingdom,2010-01-01,2099-12-31,True,446
16081.0,United Kingdom,2010-01-01,2099-12-31,True,447
16525.0,United Kingdom,2010-01-01,2099-12-31,True,448
17975.0,United Kingdom,2010-01-01,2099-12-31,True,449
16122.0,United Kingdom,2010-01-01,2099-12-31,True,450
13126.0,United Kingdom,2010-01-01,2099-12-31,True,451
15973.0,United Kingdom,2010-01-01,2099-12-31,True,452
16558.0,United Kingdom,2010-01-01,2099-12-31,True,453
16893.0,United Kingdom,2010-01-01,2099-12-31,True,454
15021.0,United Kingdom,2010-01-01,2099-12-31,True,455
15529.0,United Kingdom,2010-01-01,2099-12-31,True,456
15498.0,United Kingdom,2010-01-01,2099-12-31,True,457
18043.0,United Kingdom,2010-01-01,2099-12-31,True,458
16016.0,United Kingdom,2010-01-01,2099-12-31,True,459
17722.0,United Kingdom,2010-01-01,2099-12-31,True,460
17324.0,United Kingdom,2010-01-01,2099-12-31,True,461
17341.0,United Kingdom,2010-01-01,2099-12-31,True,462
14051.0,United Kingdom,2010-01-01,2099-12-31,True,463
16233.0,United Kingdom,2010-01-01,2099-12-31,True,464
16385.0,United Kingdom,2010-01-01,2099-12-31,True,465
15032.0,United Kingdom,2010-01-01,2099-12-31,True,466
16713.0,United Kingdom,2010-01-01,2099-12-31,True,467
