ProductKey,CustomerKey,DateKey,InvoiceKey,Quantity,Revenue,UnitPrice
173,16,20101201,24,48,31.200000000000003,0.65
174,16,20101201,24,144,46.08,0.32
175,16,20101201,24,40,198.0,4.95
176,16,20101201,24,24,102.0,4.25
4,16,20101201,24,24,81.36,3.39
177,16,20101201,24,24,90.0,3.75
178,16,20101201,24,48,71.03999999999999,1.48
149,16,20101201,24,96,120.0,1.25
139,16,20101201,24,100,165.0,1.65
179,17,20101201,25,6,11.7,1.95
180,17,20101201,25,4,15.0,3.75
181,17,20101201,25,12,15.0,1.25
182,17,20101201,25,12,15.0,1.25
183,17,20101201,25,1,165.0,165.0
184,17,20101201,25,12,15.0,1.25
185,17,20101201,25,12,15.0,1.25
186,17,20101201,25,4,23.8,5.95
10,17,20101201,25,16,27.04,1.69
187,17,20101201,25,24,15.600000000000001,0.65
188,18,20101201,26,8,79.6,9.95
189,19,20101201,27,24,10.08,0.42
8,19,20101201,27,96,177.60000000000002,1.85
190,19,20101201,27,96,177.60000000000002,1.85
191,19,20101201,27,96,177.60000000000002,1.85
9,19,20101201,27,96,177.60000000000002,1.85
176,19,20101201,27,12,59.400000000000006,4.95
192,19,20101201,27,12,45.0,3.75
193,19,20101201,27,48,60.0,1.25
194,19,20101201,27,12,25.200000000000003,2.1
1,19,20101201,27,32,81.6,2.55
195,19,20101201,27,20,33.0,1.65
196,20,20101201,28,8,31.6,3.95
10,20,20101201,28,32,54.08,1.69
72,20,20101201,28,24,13.200000000000001,0.55
73,20,20101201,28,24,13.200000000000001,0.55
70,20,20101201,28,24,13.200000000000001,0.55
197,20,20101201,28,8,27.6,3.45
198,20,20101201,28,8,16.8,2.1
199,20,20101201,28,4,15.0,3.75
28,20,20101201,28,8,30.0,3.75
200,20,20101201,28,8,30.0,3.75
29,20,20101201,28,8,30.0,3.75
58,20,20101201,28,8,31.6,3.95
201,20,20101201,28,48,100.80000000000001,2.1
190,20,20101201,28,48,100.80000000000001,2.1
1,1,20101201,29,6,15.299999999999999,2.55
2,1,20101201,29,6,20.34,3.39
3,1,20101201,29,8,22.0,2.75
104,1,20101201,29,6,29.700000000000003,4.95
48,1,20101201,29,6,29.700000000000003,4.95
49,1,20101201,29,6,6.36,1.06
50,1,20101201,29,6,6.36,1.06
51,1,20101201,29,6,6.36,1.06
52,1,20101201,29,6,6.36,1.06
53,1,20101201,29,2,9.9,4.95
54,1,20101201,29,4,27.8,6.95
55,1,20101201,29,6,12.600000000000001,2.1
56,1,20101201,29,12,30.599999999999998,2.55
4,1,20101201,29,6,20.34,3.39
5,1,20101201,29,6,20.34,3.39
6,1,20101201,29,2,15.3,7.65
202,1,20101201,29,2,71.5,35.75
7,1,20101201,29,6,25.5,4.25
203,21,20101201,30,12,55.800000000000004,4.65
155,21,20101201,30,48,223.20000000000002,4.65
204,22,20101201,31,24,6.959999999999999,0.29
205,22,20101201,31,6,17.700000000000003,2.95
206,22,20101201,31,4,27.0,6.75
89,22,20101201,31,8,20.4,2.55
6,22,20101201,31,6,51.0,8.5
207,22,20101201,31,2,15.9,7.95
9,22,20101201,31,12,25.200000000000003,2.1
190,22,20101201,31,12,25.200000000000003,2.1
191,22,20101201,31,12,25.200000000000003,2.1
208,22,20101201,31,12,15.0,1.25
209,22,20101201,31,12,19.799999999999997,1.65
210,22,20101201,31,6,20.1,3.35
58,22,20101201,31,4,15.8,3.95
211,22,20101201,31,8,37.2,4.65
212,22,20101201,31,9,44.550000000000004,4.95
213,22,20101201,31,4,15.0,3.75
214,22,20101201,31,9,44.550000000000004,4.95
9,1,20101201,32,6,11.100000000000001,1.85
8,1,20101201,32,6,11.100000000000001,1.85
149,22,20101201,33,12,17.4,1.45
215,23,20101201,34,1,2.55,2.55
216,23,20101201,34,1,1.25,1.25
217,23,20101201,34,2,2.5,1.25
218,23,20101201,34,1,2.95,2.95
219,23,20101201,34,1,3.35,3.35
220,23,20101201,34,1,1.45,1.45
221,23,20101201,34,1,1.25,1.25
222,23,20101201,34,2,2.5,1.25
223,23,20101201,34,1,1.65,1.65
79,23,20101201,34,4,5.8,1.45
224,23,20101201,34,1,1.25,1.25
225,23,20101201,34,1,4.95,4.95
226,23,20101201,34,2,7.5,3.75
227,23,20101201,34,2,2.5,1.25
228,23,20101201,34,2,19.9,9.95
229,23,20101201,34,1,9.95,9.95
230,23,20101201,34,1,5.95,5.95
231,23,20101201,34,1,4.25,4.25
232,23,20101201,34,3,14.850000000000001,4.95
233,23,20101201,34,1,2.55,2.55
234,23,20101201,34,1,2.95,2.95
91,23,20101201,34,2,3.38,1.69
235,23,20101201,34,1,7.95,7.95
236,23,20101201,34,1,0.55,0.55
237,23,20101201,34,1,0.55,0.55
238,23,20101201,34,2,1.1,0.55
239,23,20101201,34,4,11.8,2.95
240,23,20101201,34,2,4.2,2.1
241,23,20101201,34,1,2.1,2.1
242,23,20101201,34,1,1.25,1.25
243,23,20101201,34,1,0.85,0.85
73,23,20101201,34,3,1.6500000000000001,0.55
244,23,20101201,34,1,2.95,2.95
245,23,20101201,34,1,2.95,2.95
246,23,20101201,34,2,2.5,1.25
247,23,20101201,34,3,3.75,1.25
248,23,20101201,34,1,1.25,1.25
249,23,20101201,34,1,1.25,1.25
250,23,20101201,34,2,3.3,1.65
251,23,20101201,34,2,5.9,2.95
252,23,20101201,34,2,5.9,2.95
253,23,20101201,34,1,5.95,5.95
254,23,20101201,34,1,1.25,1.25
255,23,20101201,34,2,5.1,2.55
256,23,20101201,34,9,7.6499999999999995,0.85
137,23,20101201,34,1,1.65,1.65
1,23,20101201,34,4,11.8,2.95
257,23,20101201,34,3,8.850000000000001,2.95
53,23,20101201,34,1,5.95,5.95
258,23,20101201,34,1,7.95,7.95
67,23,20101201,34,1,1.65,1.65
259,23,20101201,34,2,3.3,1.65
260,23,20101201,34,1,1.65,1.65
261,23,20101201,34,1,1.65,1.65
262,23,20101201,34,5,12.75,2.55
263,23,20101201,34,3,8.850000000000001,2.95
264,23,20101201,34,3,8.850000000000001,2.95
265,23,20101201,34,9,22.95,2.55
266,23,20101201,34,1,16.95,16.95
62,23,20101201,34,4,11.8,2.95
267,23,20101201,34,1,10.65,10.65
177,23,20101201,34,1,4.25,4.25
132,23,20101201,34,2,13.9,6.95
186,23,20101201,34,2,11.9,5.95
47,24,20101201,35,40,102.0,2.55
168,24,20101201,35,40,102.0,2.55
268,24,20101201,35,36,153.0,4.25
201,25,20101201,36,96,177.60000000000002,1.85
46,25,20101201,36,1,15.0,15.0
269,26,20101201,37,24,30.0,1.25
86,26,20101201,37,12,15.0,1.25
270,26,20101201,37,12,15.0,1.25
271,26,20101201,37,12,15.0,1.25
272,26,20101201,37,12,15.0,1.25
126,26,20101201,37,12,19.799999999999997,1.65
170,26,20101201,37,36,30.599999999999998,0.85
273,26,20101201,37,12,15.0,1.25
274,26,20101201,37,12,15.0,1.25
275,26,20101201,37,12,15.0,1.25
276,26,20101201,37,12,15.0,1.25
222,26,20101201,37,12,15.0,1.25
277,26,20101201,37,12,15.0,1.25
278,26,20101201,37,12,10.2,0.85
279,26,20101201,37,12,10.2,0.85
280,26,20101201,37,12,10.2,0.85
281,26,20101201,37,12,15.0,1.25
282,26,20101201,37,12,15.0,1.25
283,26,20101201,37,12,25.200000000000003,2.1
284,26,20101201,37,24,13.200000000000001,0.55
285,26,20101201,37,24,13.200000000000001,0.55
70,26,20101201,37,24,13.200000000000001,0.55
286,26,20101201,37,24,13.200000000000001,0.55
71,26,20101201,37,24,13.200000000000001,0.55
287,26,20101201,37,10,16.5,1.65
288,26,20101201,37,10,16.5,1.65
289,26,20101201,37,10,16.5,1.65
290,26,20101201,37,24,39.599999999999994,1.65
291,27,20101201,38,128,326.4,2.55
1,1,20101201,39,8,20.4,2.55
2,1,20101201,39,8,27.12,3.39
3,1,20101201,39,8,22.0,2.75
48,1,20101201,39,6,29.700000000000003,4.95
49,1,20101201,39,6,6.36,1.06
50,1,20101201,39,6,6.36,1.06
51,1,20101201,39,6,6.36,1.06
52,1,20101201,39,6,6.36,1.06
53,1,20101201,39,4,19.8,4.95
54,1,20101201,39,4,27.8,6.95
55,1,20101201,39,6,12.600000000000001,2.1
56,1,20101201,39,6,15.299999999999999,2.55
4,1,20101201,39,6,20.34,3.39
5,1,20101201,39,6,20.34,3.39
6,1,20101201,39,2,15.3,7.65
202,1,20101201,39,2,71.5,35.75
7,1,20101201,39,6,25.5,4.25
9,1,20101201,40,6,11.100000000000001,1.85
8,1,20101201,40,6,11.100000000000001,1.85
292,28,20101201,41,24,10.08,0.42
293,28,20101201,41,24,10.08,0.42
294,28,20101201,41,12,10.2,0.85
113,28,20101201,41,12,19.799999999999997,1.65
295,28,20101201,41,12,15.0,1.25
296,28,20101201,41,12,15.0,1.25
297,28,20101201,41,12,10.2,0.85
298,28,20101201,41,12,23.4,1.95
58,28,20101201,41,4,15.8,3.95
5,28,20101201,41,4,15.0,3.75
213,28,20101201,41,4,15.0,3.75
283,28,20101201,41,6,12.600000000000001,2.1
299,28,20101201,41,12,25.200000000000003,2.1
300,28,20101201,41,24,20.4,0.85
301,28,20101201,41,12,15.0,1.25
302,28,20101201,41,12,11.399999999999999,0.95
59,28,20101201,41,6,17.700000000000003,2.95
303,28,20101201,41,12,19.799999999999997,1.65
304,28,20101201,41,6,9.899999999999999,1.65
305,28,20101201,41,2,15.9,7.95
306,28,20101201,41,2,15.9,7.95
307,28,20101201,41,12,19.799999999999997,1.65
308,28,20101201,41,12,10.2,0.85
10,28,20101201,41,8,13.52,1.69
18,28,20101201,41,3,17.85,5.95
19,28,20101201,41,3,17.85,5.95
218,28,20101201,41,8,23.6,2.95
309,28,20101201,41,36,30.599999999999998,0.85
310,28,20101201,41,12,5.04,0.42
311,28,20101201,41,25,10.5,0.42
312,28,20101201,41,4,17.0,4.25
157,28,20101201,41,3,17.85,5.95
158,28,20101201,41,3,17.85,5.95
64,28,20101201,41,6,22.5,3.75
70,28,20101201,41,24,13.200000000000001,0.55
313,28,20101201,41,12,17.4,1.45
25,28,20101201,41,3,14.850000000000001,4.95
314,28,20101201,41,12,19.799999999999997,1.65
315,28,20101201,41,30,6.3,0.21
316,28,20101201,41,12,5.04,0.42
317,28,20101201,41,12,23.4,1.95
318,28,20101201,41,6,15.299999999999999,2.55
255,28,20101201,41,12,30.599999999999998,2.55
319,28,20101201,41,10,16.5,1.65
45,28,20101201,41,36,23.400000000000002,0.65
320,28,20101201,41,12,15.0,1.25
180,28,20101201,41,4,15.0,3.75
321,28,20101201,41,12,19.799999999999997,1.65
322,29,20101201,42,3,19.049999999999997,6.35
213,29,20101201,42,1,3.75,3.75
214,29,20101201,42,1,4.95,4.95
323,29,20101201,42,1,6.75,6.75
324,29,20101201,42,1,1.25,1.25
325,29,20101201,42,1,1.65,1.65
190,29,20101201,42,1,2.1,2.1
326,29,20101201,42,1,3.75,3.75
327,29,20101201,42,1,2.1,2.1
328,29,20101201,42,1,2.1,2.1
329,29,20101201,42,1,2.95,2.95
330,29,20101201,42,1,1.25,1.25
331,29,20101201,42,1,1.25,1.25
332,29,20101201,42,1,2.95,2.95
333,29,20101201,42,1,2.95,2.95
322,29,20101201,42,1,6.35,6.35
334,29,20101201,42,1,7.95,7.95
335,29,20101201,42,1,4.25,4.25
336,29,20101201,42,1,3.75,3.75
327,29,20101201,42,5,10.5,2.1
337,29,20101201,42,1,0.42,0.42
338,29,20101201,42,1,1.25,1.25
339,29,20101201,42,1,6.75,6.75
340,29,20101201,42,6,5.1,0.85
341,29,20101201,42,6,5.1,0.85
264,29,20101201,42,1,2.95,2.95
263,29,20101201,42,3,8.850000000000001,2.95
77,29,20101201,42,2,3.9,1.95
342,29,20101201,42,12,15.0,1.25
343,29,20101201,42,28,5.88,0.21
169,29,20101201,42,24,2.88,0.12
344,29,20101201,42,1,5.95,5.95
345,29,20101201,42,1,1.25,1.25
346,29,20101201,42,1,1.65,1.65
347,29,20101201,42,12,7.800000000000001,0.65
348,29,20101201,42,1,5.95,5.95
349,29,20101201,42,1,1.65,1.65
41,29,20101201,42,1,2.95,2.95
350,29,20101201,42,1,1.95,1.95
247,29,20101201,42,2,2.5,1.25
351,29,20101201,42,1,4.95,4.95
322,29,20101201,42,2,12.7,6.35
8,29,20101201,42,1,2.1,2.1
171,29,20101201,42,1,1.65,1.65
352,29,20101201,42,3,4.35,1.45
353,29,20101201,42,3,4.35,1.45
354,29,20101201,42,6,2.52,0.42
170,29,20101201,42,2,1.7,0.85
139,29,20101201,42,2,3.9,1.95
355,29,20101201,42,1,1.95,1.95
356,29,20101201,42,1,1.25,1.25
63,29,20101201,42,1,0.85,0.85
204,29,20101201,42,12,3.4799999999999995,0.29
212,29,20101201,42,1,4.95,4.95
288,30,20101201,43,3,4.949999999999999,1.65
259,30,20101201,43,3,4.949999999999999,1.65
35,30,20101201,43,1,2.95,2.95
137,30,20101201,43,4,6.6,1.65
287,30,20101201,43,3,4.949999999999999,1.65
289,30,20101201,43,3,4.949999999999999,1.65
357,30,20101201,43,1,2.95,2.95
358,30,20101201,43,1,2.95,2.95
359,30,20101201,43,1,1.95,1.95
36,30,20101201,43,1,1.95,1.95
360,30,20101201,43,1,1.69,1.69
361,30,20101201,43,1,1.69,1.69
362,30,20101201,43,1,1.69,1.69
363,30,20101201,43,1,1.69,1.69
364,30,20101201,43,1,2.95,2.95
365,30,20101201,43,3,12.75,4.25
195,30,20101201,43,5,8.25,1.65
366,30,20101201,43,1,1.65,1.65
367,30,20101201,43,10,6.5,0.65
368,30,20101201,43,1,2.95,2.95
369,30,20101201,43,1,1.65,1.65
222,30,20101201,43,3,3.75,1.25
79,30,20101201,43,24,34.8,1.45
370,30,20101201,43,2,3.3,1.65
268,30,20101201,43,3,13.950000000000001,4.65
13,30,20101201,43,2,7.5,3.75
365,30,20101201,43,1,4.25,4.25
13,30,20101201,43,1,3.75,3.75
369,30,20101201,43,2,3.3,1.65
368,30,20101201,43,2,5.9,2.95
222,30,20101201,43,1,1.25,1.25
371,30,20101201,43,6,9.899999999999999,1.65
372,30,20101201,43,1,2.1,2.1
373,30,20101201,43,2,4.2,2.1
371,30,20101201,43,3,4.949999999999999,1.65
369,30,20101201,43,7,11.549999999999999,1.65
370,30,20101201,43,1,1.65,1.65
366,30,20101201,43,5,8.25,1.65
152,30,20101201,43,5,8.25,1.65
222,30,20101201,43,12,15.0,1.25
40,30,20101201,43,5,8.25,1.65
371,30,20101201,43,1,1.65,1.65
374,30,20101201,43,2,5.9,2.95
368,30,20101201,43,5,14.75,2.95
375,30,20101201,43,2,5.9,2.95
376,30,20101201,43,2,5.9,2.95
377,30,20101201,43,2,7.5,3.75
378,30,20101201,43,1,0.95,0.95
364,30,20101201,43,2,5.9,2.95
326,30,20101201,43,3,11.25,3.75
373,30,20101201,43,1,2.1,2.1
379,30,20101201,43,3,11.25,3.75
380,30,20101201,43,2,7.5,3.75
47,30,20101201,43,1,2.95,2.95
166,30,20101201,43,4,39.8,9.95
381,30,20101201,43,7,14.700000000000001,2.1
382,30,20101201,43,1,4.95,4.95
383,30,20101201,43,1,4.95,4.95
384,30,20101201,43,1,4.95,4.95
385,30,20101201,43,2,13.5,6.75
170,30,20101201,43,5,4.25,0.85
41,30,20101201,43,2,5.9,2.95
386,30,20101201,43,1,4.95,4.95
206,30,20101201,43,2,13.5,6.75
67,30,20101201,43,1,1.65,1.65
387,30,20101201,43,1,2.95,2.95
388,30,20101201,43,6,7.5,1.25
389,30,20101201,43,1,7.95,7.95
390,31,20101201,44,10,5.5,0.55
168,31,20101201,44,5,14.75,2.95
391,31,20101201,44,3,4.949999999999999,1.65
392,31,20101201,44,3,4.949999999999999,1.65
319,31,20101201,44,3,4.949999999999999,1.65
393,31,20101201,44,5,4.25,0.85
394,31,20101201,44,2,2.5,1.25
395,31,20101201,44,5,14.75,2.95
396,31,20101201,44,3,4.35,1.45
127,31,20101201,44,1,2.95,2.95
397,31,20101201,44,1,5.95,5.95
126,31,20101201,44,5,8.25,1.65
398,31,20101201,44,4,5.8,1.45
399,31,20101201,44,6,5.1,0.85
33,31,20101201,44,3,3.75,1.25
400,31,20101201,44,5,10.5,2.1
401,31,20101201,44,3,2.55,0.85
402,31,20101201,44,4,8.4,2.1
41,31,20101201,44,3,8.850000000000001,2.95
79,31,20101201,44,3,4.35,1.45
403,31,20101201,44,12,10.2,0.85
404,31,20101201,44,5,4.25,0.85
405,31,20101201,44,4,3.4,0.85
406,31,20101201,44,6,5.1,0.85
407,31,20101201,44,12,3.4799999999999995,0.29
408,31,20101201,44,2,7.5,3.75
409,31,20101201,44,12,3.4799999999999995,0.29
410,31,20101201,44,1,1.25,1.25
411,31,20101201,44,2,4.2,2.1
412,31,20101201,44,3,5.85,1.95
413,31,20101201,44,3,25.5,8.5
153,31,20101201,44,3,25.5,8.5
47,31,20101201,44,6,17.700000000000003,2.95
365,31,20101201,44,2,8.5,4.25
70,31,20101201,44,2,1.1,0.55
414,31,20101201,44,2,1.1,0.55
415,31,20101201,44,2,1.1,0.55
72,31,20101201,44,3,1.6500000000000001,0.55
416,31,20101201,44,3,6.300000000000001,2.1
201,31,20101201,44,3,6.300000000000001,2.1
191,31,20101201,44,3,6.300000000000001,2.1
9,31,20101201,44,3,6.300000000000001,2.1
417,31,20101201,44,2,0.84,0.42
418,31,20101201,44,4,3.4,0.85
419,31,20101201,44,3,2.55,0.85
420,31,20101201,44,3,2.55,0.85
421,31,20101201,44,2,9.9,4.95
422,31,20101201,44,3,4.949999999999999,1.65
423,31,20101201,44,3,4.949999999999999,1.65
424,31,20101201,44,3,4.949999999999999,1.65
425,31,20101201,44,3,1.26,0.42
337,31,20101201,44,3,1.26,0.42
426,31,20101201,44,3,1.26,0.42
427,31,20101201,44,3,1.26,0.42
428,31,20101201,44,3,8.850000000000001,2.95
268,31,20101201,44,3,13.950000000000001,4.65
429,31,20101201,44,2,2.5,1.25
13,31,20101201,44,2,7.5,3.75
430,31,20101201,44,12,35.400000000000006,2.95
431,32,20101201,45,12,15.0,1.25
295,32,20101201,45,72,90.0,1.25
432,32,20101201,45,12,23.4,1.95
229,32,20101201,45,4,39.8,9.95
228,32,20101201,45,4,39.8,9.95
56,32,20101201,45,6,17.700000000000003,2.95
182,33,20101201,46,12,15.0,1.25
433,33,20101201,46,12,15.0,1.25
181,33,20101201,46,12,15.0,1.25
434,33,20101201,46,6,17.700000000000003,2.95
